Game_ID,Version,Result,Player_Score,Dealer_Score,Delta_Avg,Time_Taken
1,v_1_0,0,6273,3250,-47.20697327976605,0.02606987953186035
2,v_1_0,1,3845,4429,74.16482458525236,0.040196895599365234
3,v_1_0,1,6210,6806,-133.4700534195891,0.040997982025146484
4,v_1_0,0,5314,1608,133.33091054942872,0.05174708366394043
5,v_1_0,1,3067,3162,39.95559208565378,0.0157928466796875
6,v_1_0,0,7127,6186,234.48656825616422,0.015335321426391602
7,v_1_0,0,6940,5113,-27.633433325260285,0.03285408020019531
8,v_1_0,1,4666,6393,1066.1458809395326,0.01343393325805664
9,v_1_0,1,4617,5883,184.24831251116092,0.02300095558166504
10,v_1_0,1,4426,5581,395.4661708274794,0.018948078155517578
11,v_1_0,1,3339,7093,97.46534085945915,0.08733797073364258
12,v_1_0,0,7149,6827,567.6607743889581,0.01215505599975586
13,v_1_0,1,3025,4646,302.461992009319,0.016895055770874023
14,v_1_0,1,1665,5890,165.3179311217066,0.027369976043701172
15,v_1_0,1,3616,6074,413.2517171830817,0.012786865234375
16,v_1_0,1,2509,4095,273.384278773123,0.1122288703918457
17,v_1_0,0,5406,5150,-11.596939252464416,0.0204007625579834
18,v_1_0,1,3655,5765,131.8023065269328,0.03357696533203125
19,v_1_0,1,2869,4790,481.14607116885753,0.061422109603881836
20,v_1_0,0,3256,1609,284.76515668315045,0.027264118194580078
21,v_1_0,1,2933,4052,-119.04792989965522,0.15534496307373047
22,v_1_0,1,1619,7098,347.0869754445525,0.047744035720825195
23,v_1_0,1,4749,5089,317.8611336023682,0.036572933197021484
24,v_1_0,1,5238,6414,467.8295267457127,0.03462505340576172
25,v_1_0,1,2567,6805,-20.304614776436168,0.06425809860229492
26,v_1_0,1,4251,6799,334.1845526712651,0.019334077835083008
27,v_1_0,1,1767,5230,385.8587822016136,0.024583816528320312
28,v_1_0,0,7257,5364,214.19655833332675,0.0846719741821289
29,v_1_0,0,3365,1602,272.37889412140487,0.1344771385192871
30,v_1_0,1,3577,7093,-238.4730206866775,0.05370330810546875
31,v_1_0,1,3573,5195,775.6686165514395,0.039987802505493164
32,v_1_0,1,5052,6350,246.43085182526005,0.015322685241699219
33,v_1_0,1,2577,5910,310.7977547133697,0.03271079063415527
34,v_1_0,0,3559,3130,63.073595296035364,0.03331398963928223
35,v_1_0,0,6353,5581,60.143156361163136,0.03749990463256836
36,v_1_0,0,6749,5804,188.6004876068228,0.03359508514404297
37,v_1_0,0,5048,4673,187.62404247680064,0.06511497497558594
38,v_1_0,1,2477,3185,121.61591250254378,0.07319116592407227
39,v_1_0,0,6267,4710,3.6922429322363617,0.022522926330566406
40,v_1_0,0,5336,2358,254.03101082637193,0.03169584274291992
41,v_1_0,1,4457,6022,235.93772987070383,0.02919292449951172
42,v_1_0,1,3481,5846,105.2123478317079,0.024853944778442383
43,v_1_0,1,4467,6903,117.30664065767446,0.013068199157714844
44,v_1_0,0,6270,5159,364.71009990765043,0.030493974685668945
45,v_1_0,1,3439,6679,814.764739593961,0.039726972579956055
46,v_1_0,1,2712,3194,288.05932528959016,0.05278301239013672
47,v_1_0,0,6260,4783,-203.88307503703507,0.03873610496520996
