Game_ID,Version,Result,Player_Score,Dealer_Score,Delta_Avg,Time_Taken
1,v_1_1_p08,1,2520,6679,89.22588613051896,0.0779261589050293
2,v_1_1_p08,1,3854,6115,-26.653723867019142,0.09142208099365234
3,v_1_1_p08,0,6857,5099,-3.4836961256904715,0.05615592002868652
4,v_1_1_p08,1,3383,5223,2.801415201426721,0.06445598602294922
5,v_1_1_p08,0,4393,3282,1.323992372035042,0.06704592704772949
6,v_1_1_p08,0,5088,4877,4.104838725315726,0.06712698936462402
7,v_1_1_p08,0,5769,5086,32.32377491742723,0.17301225662231445
8,v_1_1_p08,1,3581,5547,19.455553023160242,0.22003793716430664
9,v_1_1_p08,1,1641,7098,35.4923947377756,0.06166505813598633
10,v_1_1_p08,1,3381,7008,-9.451554313381578,0.2789459228515625
11,v_1_1_p08,1,3605,6470,74.9151777364237,0.055531978607177734
12,v_1_1_p08,1,2724,6240,37.78198657633573,0.0697946548461914
13,v_1_1_p08,0,7175,5911,57.1898983884258,0.04545712471008301
14,v_1_1_p08,1,2478,7238,66.84279954532931,0.2288050651550293
15,v_1_1_p08,1,4613,6882,30.29240501307046,0.023338794708251953
16,v_1_1_p08,0,7392,5811,-22.54396118327602,0.08500885963439941
17,v_1_1_p08,0,7244,6811,3.1594312754397937,0.023781776428222656
18,v_1_1_p08,1,6730,7015,120.3076140160394,0.020299196243286133
19,v_1_1_p08,0,3574,1603,12.636908875830914,0.050290822982788086
20,v_1_1_p08,1,4378,6826,-16.529127243605917,0.08836483955383301
21,v_1_1_p08,0,4241,2765,8.648371508832055,0.054189205169677734
22,v_1_1_p08,0,4004,2635,8.297692336865339,0.32752299308776855
23,v_1_1_p08,0,3768,3151,18.79487268025731,0.0766289234161377
24,v_1_1_p08,0,2938,2275,39.366881592393526,0.2812998294830322
25,v_1_1_p08,1,2930,4921,69.98631150604692,0.04787611961364746
26,v_1_1_p08,0,6637,6023,20.33107181873456,0.02368021011352539
27,v_1_1_p08,1,4207,4747,86.78693526332661,0.06550979614257812
28,v_1_1_p08,0,3477,3118,42.59819517902375,0.02606487274169922
29,v_1_1_p08,0,4846,4044,-26.774953787148444,0.049053192138671875
30,v_1_1_p08,1,5137,6021,41.142263153875696,0.027258872985839844
31,v_1_1_p08,0,6340,6032,56.467408960047955,0.06377601623535156
32,v_1_1_p08,1,3386,6021,46.80733629184941,0.06659197807312012
33,v_1_1_p08,0,6157,5166,41.20272257947329,0.04106783866882324
34,v_1_1_p08,1,5317,6889,-17.16834929062352,0.09028291702270508
35,v_1_1_p08,1,1829,3154,69.47356745489196,0.2552638053894043
36,v_1_1_p08,1,4636,5115,5.496277812947426,0.06511187553405762
37,v_1_1_p08,0,1605,1604,40.444952430976194,0.02393817901611328
38,v_1_1_p08,1,4322,4747,23.707333831201378,0.06107187271118164
39,v_1_1_p08,1,2610,6399,15.82700210141118,0.06376314163208008
40,v_1_1_p08,0,7056,6888,-15.425435012034908,0.08173322677612305
41,v_1_1_p08,1,5666,5756,69.48886451410822,0.05205512046813965
42,v_1_1_p08,0,6285,6196,35.289808916840244,0.02707195281982422
43,v_1_1_p08,1,3785,5581,33.533686967901765,0.04761505126953125
44,v_1_1_p08,0,3430,2976,57.958047079398206,0.14713501930236816
45,v_1_1_p08,0,2527,1604,49.11072538412918,0.05276298522949219
46,v_1_1_p08,1,4171,4453,3.0787594836933976,0.09699392318725586
47,v_1_1_p08,0,3497,2713,2.603399092235179,0.053771018981933594
48,v_1_1_p08,1,5877,6068,10.492979458200615,0.04798483848571777
49,v_1_1_p08,1,3797,5378,32.99917225679826,0.16591310501098633
50,v_1_1_p08,1,1771,5455,26.725207171544398,0.06687188148498535
51,v_1_1_p08,1,3838,5626,71.47728834137708,0.019121885299682617
52,v_1_1_p08,1,189,606,81.73253764847249,0.08038496971130371
53,v_1_1_p08,1,1600,7014,31.048677562503837,0.07894206047058105
54,v_1_1_p08,0,3327,1609,48.983429247898975,0.10909295082092285
55,v_1_1_p08,0,4633,3787,10.31705306028707,0.03198122978210449
56,v_1_1_p08,0,5329,2781,15.032916934907755,0.11067605018615723
57,v_1_1_p08,0,1600,269,34.36649377927389,0.12651610374450684
58,v_1_1_p08,1,2672,4866,31.07634797380267,0.0619351863861084
59,v_1_1_p08,0,4216,1602,32.4080633217334,0.031845808029174805
60,v_1_1_p08,1,5556,6038,-21.743897438597507,0.0647132396697998
61,v_1_1_p08,1,2483,5590,32.68625375366197,0.04931187629699707
62,v_1_1_p08,1,4337,5370,-1.990407703852577,0.09317898750305176
63,v_1_1_p08,1,5443,5756,130.79355306475637,0.05415606498718262
64,v_1_1_p08,1,3692,7222,29.149994909210452,0.0814979076385498
65,v_1_1_p08,1,1635,5537,60.662865475124995,0.20707082748413086
66,v_1_1_p08,0,3491,1603,20.043080804164312,0.019210100173950195
67,v_1_1_p08,1,3948,6103,20.890688417259735,0.09902572631835938
68,v_1_1_p08,1,3596,6386,44.97141732277136,0.10909795761108398
69,v_1_1_p08,0,6940,5422,52.2237452108859,0.017470121383666992
70,v_1_1_p08,0,4968,4342,16.015365382388588,0.04111480712890625
71,v_1_1_p08,0,6906,5003,4.889950457536707,0.04030799865722656
72,v_1_1_p08,1,1877,2425,68.42163895698789,0.09566092491149902
73,v_1_1_p08,1,4005,6066,19.152149433657602,0.025455951690673828
74,v_1_1_p08,0,6344,5854,-24.522616852438862,0.07495999336242676
75,v_1_1_p08,0,6257,6038,39.26492339293442,0.05820608139038086
76,v_1_1_p08,0,6424,3276,14.282996498763554,0.018210887908935547
77,v_1_1_p08,1,2804,2834,43.1377330575606,0.02445697784423828
78,v_1_1_p08,0,5780,5088,30.201065484360292,0.028961658477783203
79,v_1_1_p08,0,4662,1608,38.55263382253575,0.04336690902709961
80,v_1_1_p08,1,1622,2727,50.10442448884101,0.13039803504943848
81,v_1_1_p08,1,3568,5846,9.39132369985574,0.05755424499511719
82,v_1_1_p08,1,3624,5756,24.855831771346764,0.1962878704071045
83,v_1_1_p08,1,4850,5186,7.771918204170959,0.021876096725463867
84,v_1_1_p08,1,3598,5222,-3.7089136001875547,0.034921884536743164
85,v_1_1_p08,0,6914,5986,70.07170272741725,0.05726790428161621
86,v_1_1_p08,1,4210,6800,22.930709345759237,0.04942607879638672
87,v_1_1_p08,1,3463,5846,11.708685183181364,0.04021501541137695
88,v_1_1_p08,1,5493,6110,109.2545622457375,0.02530813217163086
89,v_1_1_p08,1,2189,5977,58.71147192339281,0.030421018600463867
90,v_1_1_p08,1,3478,6022,19.03052342139972,0.039939165115356445
91,v_1_1_p08,1,615,3130,61.78552533841243,0.048596858978271484
92,v_1_1_p08,1,6815,7112,20.911179685842033,0.07473611831665039
93,v_1_1_p08,0,6913,5444,45.58594495406775,0.020354032516479492
94,v_1_1_p08,1,3390,4371,66.6005590579773,0.036340951919555664
95,v_1_1_p08,0,7063,5979,-1.3621794785670545,0.11540889739990234
96,v_1_1_p08,1,4459,7014,1.896687005450487,0.03972029685974121
97,v_1_1_p08,1,2837,6021,52.86774883817504,0.0842738151550293
98,v_1_1_p08,1,2974,5966,43.13219781050431,0.03875875473022461
99,v_1_1_p08,0,3555,2875,25.865945343181668,0.15415000915527344
100,v_1_1_p08,1,2537,2570,85.3607831753489,0.0959470272064209
101,v_1_1_p08,1,1600,1608,4.8585187034255,0.21379303932189941
102,v_1_1_p08,0,5572,2781,67.98254133736361,0.02655315399169922
103,v_1_1_p08,0,6351,4541,-7.211713533086583,0.037333011627197266
104,v_1_1_p08,0,3166,2909,27.12123984720862,0.06873607635498047
105,v_1_1_p08,1,3343,6021,64.64953007735105,0.10582780838012695
106,v_1_1_p08,1,4424,6365,-1.6817851338025775,0.04052615165710449
107,v_1_1_p08,0,3821,2627,54.5202995402199,0.05387616157531738
108,v_1_1_p08,1,2989,5097,59.43848189231424,0.05768895149230957
109,v_1_1_p08,0,6619,2284,31.833039051134197,0.02458810806274414
110,v_1_1_p08,1,2875,5363,7.893379974146176,0.058020830154418945
111,v_1_1_p08,1,3412,4123,3.4433401600794116,0.03688406944274902
112,v_1_1_p08,0,6282,5966,90.65342779127988,0.02816605567932129
113,v_1_1_p08,0,3997,3838,61.81387386529263,0.15236401557922363
114,v_1_1_p08,0,4528,3293,-7.510136972189331,0.15537595748901367
115,v_1_1_p08,1,2757,5819,72.35438977312005,0.060272932052612305
116,v_1_1_p08,0,3470,2634,18.090153156690576,0.03176617622375488
117,v_1_1_p08,1,4229,6686,-10.000498157401134,0.03802013397216797
118,v_1_1_p08,1,3404,6038,39.031632801643596,0.06447196006774902
119,v_1_1_p08,1,3487,6686,-21.674153162699763,0.10030102729797363
120,v_1_1_p08,0,3550,1888,32.19474077617608,0.053971052169799805
121,v_1_1_p08,0,4690,4445,38.31331681910818,0.04271721839904785
122,v_1_1_p08,1,4569,6806,41.256934770904415,0.05067706108093262
123,v_1_1_p08,1,6208,6365,-9.196387014950501,0.07171797752380371
124,v_1_1_p08,1,2623,6393,36.902283574462245,0.0641930103302002
125,v_1_1_p08,1,3822,5306,54.04678839717977,0.025816917419433594
126,v_1_1_p08,1,5374,6103,61.592108030990275,0.053485870361328125
127,v_1_1_p08,1,3924,6031,4.677282636156205,0.09118795394897461
128,v_1_1_p08,0,2618,1608,45.21475320440401,0.026847124099731445
129,v_1_1_p08,1,3650,5362,54.77319115007485,0.0817561149597168
130,v_1_1_p08,0,6417,1607,-8.041936402957717,0.18677806854248047
131,v_1_1_p08,1,4273,6693,39.20759501466279,0.17638015747070312
132,v_1_1_p08,1,3737,5861,-17.028973261549453,0.04493403434753418
133,v_1_1_p08,0,5306,4925,10.59114623972649,0.02682805061340332
134,v_1_1_p08,1,75,1607,65.30595604939805,0.05344200134277344
135,v_1_1_p08,1,3511,6714,122.04931964118585,0.03190302848815918
136,v_1_1_p08,1,5194,6031,24.86077171282628,0.08305788040161133
137,v_1_1_p08,1,4207,6800,33.27916381359821,0.17048382759094238
138,v_1_1_p08,1,5875,6681,65.72530891386451,0.0437319278717041
139,v_1_1_p08,1,6234,6742,-0.3327918145108318,0.09695792198181152
